# name              	length	av.qual	#-reads	mx.cov.	av.cov	GC%	CnIUPAC	CnFunny	CnN	CnX	CnGap	CnNoCov
minuta_rep_c3338    	806	45	9	8	3.65	34.86	0	0	0	0	3	0
minuta_rep_c3339    	519	32	9	9	6.22	57.42	0	0	0	0	3	0
minuta_rep_c3340    	617	64	8	8	3.98	42.95	0	0	0	0	3	0
minuta_rep_c3341    	450	35	7	7	5.38	51.33	0	0	0	0	3	0
minuta_rep_c3342    	913	35	6	5	2.31	48.19	0	0	0	0	0	0
minuta_rep_c3343    	753	47	11	9	3.19	46.80	3	0	0	0	3	0
minuta_rep_c3344    	571	52	8	8	5.50	66.37	0	0	0	0	3	0
minuta_rep_c3345    	1171	38	12	8	3.22	47.52	3	0	0	0	1	0
minuta_rep_c3346    	1184	59	14	10	4.43	50.59	4	0	0	0	1	0
minuta_rep_c3347    	253	38	10	10	9.16	46.25	0	0	0	0	3	0
minuta_rep_c3348    	970	54	19	14	5.76	55.11	1	0	0	0	6	0
minuta_rep_c3349    	476	46	9	8	5.88	58.11	1	0	0	0	1	0
minuta_rep_c3350    	151	39	5	5	4.41	46.36	0	0	0	0	0	0
minuta_rep_c3351    	900	43	11	10	3.93	34.50	13	0	0	0	1	0
minuta_rep_c3352    	660	53	8	8	3.89	49.70	0	0	0	0	6	0
minuta_rep_c3353    	375	35	9	9	5.45	29.07	0	0	0	0	0	0
minuta_rep_c3354    	1072	41	11	5	2.90	40.47	11	0	1	0	5	0
minuta_rep_c3355    	716	55	11	10	4.91	40.48	0	0	2	0	1	0
minuta_rep_c3356    	331	43	8	8	7.69	35.65	0	0	0	0	0	0
minuta_rep_c3357    	355	43	5	5	4.72	65.35	0	0	0	0	1	0
minuta_rep_c3358    	587	42	9	8	3.88	45.56	1	0	0	0	2	0
minuta_rep_c3359    	972	58	9	6	3.37	51.49	1	0	0	0	2	0
minuta_rep_c3360    	132	41	9	9	8.85	38.64	0	0	0	0	0	0
minuta_rep_c3361    	1181	50	10	7	3.15	58.31	8	0	0	0	1	0
minuta_rep_c3362    	446	36	8	8	6.90	39.24	0	0	0	0	1	0
minuta_rep_c3363    	1417	44	10	6	1.80	48.54	10	0	0	0	1	0
minuta_rep_c3364    	130	37	5	5	2.58	48.46	0	0	0	0	0	0
minuta_rep_c3365    	614	53	7	6	3.48	42.18	0	0	0	0	2	0
minuta_rep_c3366    	374	55	9	6	3.42	44.39	0	0	0	0	4	0
minuta_rep_c3367    	1726	40	18	7	2.64	40.08	2	0	0	0	2	0
minuta_rep_c3368    	766	67	13	10	5.70	46.48	0	0	0	0	4	0
minuta_rep_c3369    	256	47	12	7	3.24	43.36	0	0	0	0	0	0
minuta_rep_c3370    	374	37	10	10	5.89	42.25	0	0	0	0	6	0
minuta_rep_c3371    	416	44	9	6	3.05	41.83	0	0	0	0	2	0
minuta_rep_c3372    	1978	39	11	6	1.92	52.79	6	0	0	0	6	0
minuta_rep_c3373    	1292	58	24	15	5.74	50.31	20	0	0	0	2	0
minuta_rep_c3374    	496	61	13	11	7.46	52.16	9	0	0	0	1	0
minuta_rep_c3375    	465	50	6	6	4.49	57.54	1	0	0	0	3	0
minuta_rep_c3376    	846	37	5	4	2.34	41.61	0	0	0	0	2	0
minuta_rep_c3377    	501	56	16	16	10.08	43.11	0	0	0	0	1	0
minuta_rep_c3378    	942	48	10	7	2.59	51.07	4	0	0	0	1	0
minuta_rep_c3379    	687	53	8	6	3.13	44.33	8	0	0	0	3	0
minuta_rep_c3380    	239	46	6	5	2.24	43.93	0	0	0	0	3	0
minuta_rep_c3381    	512	49	11	10	5.61	44.42	1	0	0	0	5	0
minuta_rep_c3382    	908	37	9	8	2.56	46.92	0	0	0	0	1	0
minuta_rep_c3383    	1563	45	16	9	3.00	52.08	2	0	0	0	6	0
minuta_rep_c3384    	406	78	18	18	14.68	64.04	0	0	0	0	0	0
minuta_rep_c3385    	435	52	6	5	2.31	42.86	1	0	0	0	0	0
minuta_rep_c3386    	247	43	7	4	1.96	45.34	0	0	0	0	0	0
minuta_rep_c3387    	448	46	8	8	6.28	43.60	3	0	0	0	1	0
minuta_rep_c3388    	509	40	5	5	3.86	47.14	2	0	0	0	2	0
minuta_rep_c3389    	338	57	11	11	7.54	47.34	0	0	0	0	3	0
minuta_rep_c3390    	1444	41	13	8	3.16	42.66	0	0	0	0	6	0
minuta_rep_c3391    	1071	42	14	10	4.29	42.90	1	0	0	0	0	0
minuta_rep_c3392    	86	36	5	5	4.16	50.00	0	0	0	0	0	0
minuta_rep_c3393    	1264	36	15	10	3.94	56.61	1	0	0	0	3	0
minuta_rep_c3394    	959	38	9	6	2.46	45.26	0	0	0	0	3	0
minuta_rep_c3395    	590	57	9	7	4.72	65.37	1	0	0	0	1	0
minuta_rep_c3396    	738	39	10	6	4.19	39.30	0	0	0	0	2	0
minuta_rep_c3397    	423	55	8	8	4.56	39.13	9	0	0	0	4	0
minuta_rep_c3398    	1010	54	12	6	3.36	43.27	0	0	0	0	3	0
minuta_rep_c3399    	1058	34	9	5	2.06	53.12	15	0	0	0	2	0
minuta_rep_c3400    	1129	44	9	7	2.29	42.82	1	0	0	0	0	0
minuta_rep_c3401    	454	39	14	13	8.45	47.58	0	0	0	0	1	0
minuta_rep_c3402    	296	39	6	6	5.30	35.81	0	0	0	0	3	0
minuta_rep_c3403    	1433	41	17	8	2.89	54.06	16	0	0	0	4	0
minuta_rep_c3404    	595	72	9	8	4.74	42.44	6	0	0	0	2	0
minuta_rep_c3405    	864	48	16	9	3.38	37.88	6	0	0	0	7	0
minuta_rep_c3406    	1049	44	12	6	2.60	58.61	15	0	0	0	4	0
minuta_rep_c3407    	565	51	9	7	4.55	41.06	0	0	0	0	0	0
minuta_rep_c3408    	938	44	10	5	3.06	61.56	4	0	0	0	5	0
minuta_rep_c3409    	1224	44	6	4	1.43	43.24	3	0	0	0	0	0
minuta_rep_c3410    	635	61	10	7	3.20	44.26	16	0	0	0	1	0
minuta_c3411        	903	44	11	6	2.29	42.75	0	0	0	0	0	0
minuta_rep_c3412    	484	52	14	13	7.70	48.76	0	0	0	0	0	0
minuta_rep_c3413    	733	57	19	11	5.02	42.58	12	0	0	0	6	0
minuta_rep_c3414    	765	50	9	7	3.60	41.66	4	0	0	0	5	0
minuta_rep_c3415    	416	45	5	3	2.10	59.31	8	0	0	0	0	0
minuta_rep_c3416    	884	73	15	11	5.30	40.82	2	0	0	0	5	0
minuta_rep_c3417    	766	39	10	8	2.71	46.47	2	0	0	0	2	0
minuta_rep_c3418    	686	37	6	4	2.42	46.21	0	0	0	0	2	0
minuta_rep_c3419    	567	40	10	8	4.39	40.46	1	0	0	0	10	0
minuta_rep_c3420    	733	38	7	4	2.63	57.84	0	0	0	0	6	0
minuta_rep_c3421    	1697	46	19	10	3.69	52.07	3	0	0	0	7	0
minuta_rep_c3422    	468	38	5	5	3.78	66.45	0	0	0	0	0	0
minuta_rep_c3423    	1294	52	13	5	2.50	60.39	4	0	0	0	1	0
minuta_rep_c3424    	786	57	5	4	2.53	50.76	0	0	0	0	3	0
minuta_rep_c3425    	760	38	6	4	2.58	55.02	13	0	0	0	3	0
minuta_rep_c3426    	423	43	13	8	4.37	45.26	1	0	0	0	7	0
minuta_rep_c3427    	1421	36	7	3	1.66	48.84	2	0	0	0	0	0
minuta_rep_c3428    	523	47	14	12	3.73	52.88	3	0	0	0	4	0
minuta_rep_c3429    	500	49	10	10	5.53	61.65	2	0	0	0	4	0
minuta_rep_c3430    	1021	37	10	8	2.02	38.57	2	0	0	0	0	0
minuta_rep_c3431    	673	38	6	5	2.64	43.39	0	0	0	0	1	0
minuta_rep_c3432    	723	69	10	7	4.53	43.02	0	0	0	0	1	0
minuta_rep_c3433    	511	60	9	9	4.19	37.57	0	0	0	0	2	0
minuta_rep_c3434    	666	50	9	8	4.77	48.95	0	0	0	0	3	0
minuta_rep_c3435    	713	66	11	10	4.85	41.51	0	0	0	0	9	0
minuta_rep_c3436    	565	39	7	4	2.08	42.93	6	0	0	0	3	0
minuta_rep_c3437    	313	42	7	7	5.93	60.38	0	0	0	0	1	0
minuta_rep_c3438    	585	48	5	5	3.19	41.27	1	0	0	0	2	0
minuta_rep_c3439    	185	45	5	3	1.70	41.85	1	0	0	0	0	0
minuta_rep_c3440    	309	43	8	8	7.80	46.60	0	0	0	0	1	0
minuta_rep_c3441    	930	38	10	7	3.03	43.16	1	0	0	0	2	0
minuta_rep_c3442    	501	28	5	5	1.82	44.91	0	0	0	0	1	0
minuta_rep_c3443    	1950	38	15	9	2.82	42.15	0	0	0	0	2	0
minuta_rep_c3444    	724	40	6	5	2.00	46.96	0	0	0	0	0	0
minuta_rep_c3445    	319	38	8	7	4.39	51.72	0	0	0	0	0	0
minuta_rep_c3446    	826	38	9	8	3.25	48.67	0	0	0	0	1	0
minuta_rep_c3447    	606	36	6	5	3.67	50.33	0	0	0	0	2	0
minuta_rep_c3448    	126	46	10	10	5.44	46.83	0	0	0	0	1	0
minuta_rep_c3449    	969	47	13	9	5.01	40.83	4	0	0	0	4	0
minuta_rep_c3450    	672	37	5	5	3.02	41.22	0	0	0	0	2	0
minuta_rep_c3451    	688	39	12	8	5.00	45.64	0	0	0	0	5	0
minuta_rep_c3452    	332	36	7	7	3.93	34.64	0	0	0	0	0	0
minuta_rep_c3453    	792	40	10	6	3.99	63.51	0	0	0	0	5	0
minuta_rep_c3454    	1135	45	10	7	2.72	48.58	5	0	0	0	6	0
minuta_rep_c3455    	900	36	7	5	2.45	51.40	7	0	0	0	2	0
minuta_rep_c3456    	324	36	6	6	1.83	42.59	0	0	0	0	1	0
minuta_rep_c3457    	945	41	6	4	1.71	62.99	2	0	0	0	0	0
minuta_rep_c3458    	659	50	11	7	4.01	40.12	6	0	0	0	2	0
minuta_rep_c3459    	604	42	5	5	2.10	41.72	0	0	0	0	1	0
minuta_rep_c3460    	940	49	17	10	5.39	50.00	4	0	0	0	7	0
minuta_rep_c3461    	243	40	7	5	2.65	65.84	0	0	0	0	0	0
minuta_rep_c3462    	136	38	5	5	2.69	45.59	0	0	0	0	0	0
minuta_rep_c3463    	944	73	15	12	5.72	55.05	3	0	0	0	6	0
minuta_rep_c3464    	837	64	11	7	3.78	59.23	8	0	0	0	0	0
minuta_rep_c3465    	681	46	7	6	2.88	40.94	2	0	0	0	2	0
minuta_rep_c3466    	606	41	8	6	3.15	45.05	0	0	0	0	7	0
minuta_rep_c3467    	666	33	6	6	2.80	41.89	0	0	0	0	4	0
minuta_rep_c3468    	661	42	6	6	2.74	38.40	10	0	0	0	5	0
minuta_rep_c3469    	752	39	8	5	2.74	44.97	7	0	0	0	5	0
minuta_rep_c3470    	796	53	8	7	3.59	47.42	1	0	0	0	2	0
minuta_rep_c3471    	540	44	10	7	3.89	42.83	3	0	0	0	5	0
minuta_rep_c3472    	1186	47	10	5	2.46	45.31	3	0	0	0	3	0
minuta_rep_c3473    	698	35	19	10	6.29	50.86	0	0	0	0	0	0
minuta_rep_c3474    	382	78	11	11	10.88	54.19	0	0	0	0	0	0
minuta_rep_c3475    	396	32	13	11	3.25	43.80	0	0	1	0	4	0
minuta_rep_c3476    	453	52	6	6	3.58	42.60	0	0	0	0	3	0
minuta_rep_c3477    	603	45	7	5	2.65	49.34	1	0	0	0	4	0
minuta_rep_c3478    	588	44	11	11	4.12	45.38	4	0	0	0	5	0
minuta_rep_c3479    	423	37	9	9	5.23	52.74	4	0	0	0	0	0
minuta_rep_c3480    	461	50	18	18	7.59	39.48	0	0	0	0	3	0
minuta_rep_c3481    	753	46	17	16	7.14	44.47	2	0	0	0	1	0
minuta_rep_c3482    	425	58	19	18	10.50	44.00	0	0	0	0	6	0
minuta_rep_c3483    	457	36	10	10	7.17	49.12	0	0	1	0	2	0
minuta_rep_c3484    	599	43	9	9	4.64	42.40	0	0	0	0	3	0
minuta_rep_c3485    	322	50	14	6	3.29	43.44	2	0	0	0	0	0
minuta_rep_c3486    	547	57	12	11	3.72	45.69	2	0	0	0	1	0
minuta_rep_c3487    	1352	46	8	4	1.95	48.03	9	0	0	0	0	0
minuta_rep_c3488    	657	53	18	11	4.34	44.04	2	0	1	0	6	0
minuta_rep_c3489    	610	51	14	14	4.50	66.17	0	0	1	0	2	0
minuta_rep_c3490    	450	32	9	9	5.43	40.67	0	0	0	0	3	0
minuta_rep_c3491    	480	46	7	7	4.02	43.75	0	0	0	0	1	0
minuta_rep_c3492    	530	55	18	14	9.08	42.64	0	0	0	0	0	0
minuta_rep_c3493    	399	60	13	11	6.96	50.13	4	0	0	0	3	0
minuta_rep_c3494    	736	45	16	12	6.88	47.07	1	0	0	0	5	0
minuta_rep_c3495    	517	39	13	8	2.22	39.33	6	0	0	0	2	0
minuta_rep_c3496    	366	58	11	11	7.25	49.73	0	0	0	0	5	0
minuta_rep_c3497    	437	56	16	14	8.01	53.00	3	0	0	0	6	0
minuta_rep_c3498    	452	66	24	23	17.01	40.04	0	0	0	0	3	0
minuta_rep_c3499    	317	44	11	9	7.47	43.99	1	0	0	0	1	0
minuta_rep_c3500    	413	73	10	10	8.78	67.31	0	0	0	0	3	0
minuta_rep_c3501    	663	47	11	11	5.76	49.62	2	0	0	0	1	0
minuta_rep_c3502    	1169	55	17	10	4.65	43.03	0	0	0	0	7	0
minuta_rep_c3503    	390	46	16	12	6.99	43.33	0	0	0	0	3	0
minuta_rep_c3504    	507	42	21	20	5.61	43.76	2	0	0	0	0	0
minuta_rep_c3505    	454	71	14	14	12.41	49.56	0	0	0	0	3	0
minuta_rep_c3506    	360	42	10	10	9.02	45.83	0	0	0	0	0	0
minuta_rep_c3507    	752	57	9	7	2.47	45.67	1	0	0	0	2	0
minuta_rep_c3508    	465	34	9	9	6.34	41.72	0	0	0	0	5	0
minuta_rep_c3509    	157	64	10	10	5.02	42.31	1	0	0	0	0	0
minuta_rep_c3510    	611	51	11	9	4.47	42.69	9	0	0	0	5	0
minuta_rep_c3511    	314	75	14	14	13.40	37.26	0	0	0	0	3	0
minuta_rep_c3512    	805	61	12	6	3.33	52.50	5	0	0	0	0	0
minuta_rep_c3513    	438	38	9	9	6.93	53.65	0	0	0	0	4	0
minuta_rep_c3514    	590	46	11	11	6.53	51.19	0	0	0	0	4	0
minuta_rep_c3515    	978	56	15	11	5.15	39.69	8	0	0	0	0	0
minuta_rep_c3516    	760	42	13	13	6.64	46.05	0	0	0	0	3	0
minuta_rep_c3517    	282	43	5	5	2.86	38.79	1	0	0	0	2	0
minuta_rep_c3518    	524	55	15	15	10.04	34.16	0	0	0	0	0	0
minuta_rep_c3519    	309	43	18	18	17.89	45.31	0	0	0	0	0	0
minuta_rep_c3520    	692	48	16	12	4.59	44.68	25	0	0	0	3	0
minuta_rep_c3521    	201	57	9	6	3.36	45.00	1	0	0	0	1	0
minuta_rep_c3522    	358	35	9	9	5.84	43.85	0	0	0	0	0	0
minuta_rep_c3523    	356	43	10	8	2.60	46.48	1	0	0	0	0	0
minuta_rep_c3524    	356	31	11	8	3.96	40.56	1	0	0	0	3	0
minuta_rep_c3525    	494	39	5	5	2.83	46.15	0	0	0	0	2	0
minuta_rep_c3526    	746	38	9	7	2.50	60.73	5	0	0	0	0	0
minuta_rep_c3527    	513	47	9	8	3.74	39.56	15	0	0	0	6	0
minuta_rep_c3528    	255	41	6	5	2.62	43.48	2	0	0	0	0	0
minuta_rep_c3529    	1111	47	11	8	3.20	50.90	1	0	0	0	1	0
minuta_rep_c3530    	319	37	11	10	2.71	44.48	2	0	0	0	0	0
minuta_rep_c3531    	463	36	9	9	6.71	45.57	0	0	0	0	3	0
minuta_rep_c3532    	768	36	11	10	5.09	44.40	0	0	0	0	4	0
minuta_rep_c3533    	1102	36	7	5	1.87	48.77	5	0	0	0	1	0
minuta_rep_c3534    	181	48	6	4	2.08	43.33	1	0	0	0	0	0
minuta_rep_c3535    	799	41	11	8	3.68	51.53	13	0	0	0	3	0
minuta_rep_c3536    	816	54	12	8	4.14	36.12	2	0	0	0	5	0
minuta_rep_c3537    	311	81	9	9	7.01	35.69	0	0	0	0	1	0
minuta_rep_c3538    	534	49	6	6	3.33	42.03	1	0	0	0	9	0
minuta_rep_c3539    	328	40	10	9	8.44	44.51	0	0	0	0	1	0
minuta_rep_c3540    	1019	50	7	5	2.17	39.35	0	0	0	0	0	0
minuta_rep_c3541    	636	48	11	10	4.86	43.55	0	0	0	0	3	0
minuta_rep_c3542    	407	43	12	12	10.98	42.51	0	0	0	0	0	0
minuta_rep_c3543    	573	53	10	7	4.10	60.49	1	0	0	0	4	0
minuta_rep_c3544    	59	41	15	15	14.37	57.63	0	0	0	0	0	0
minuta_rep_c3545    	1077	41	19	9	4.55	46.74	3	0	0	0	0	0
minuta_rep_c3546    	1120	44	12	9	2.90	43.73	11	0	0	0	7	0
minuta_rep_c3547    	1066	52	7	5	2.17	47.32	3	0	0	0	2	0
minuta_rep_c3548    	287	42	6	6	5.67	40.42	0	0	0	0	3	0
minuta_rep_c3549    	321	43	13	13	11.72	47.98	0	0	0	0	0	0
minuta_rep_c3550    	165	32	5	5	3.99	49.09	0	0	0	0	0	0
minuta_rep_c3551    	119	63	15	13	7.46	43.70	0	0	0	0	0	0
minuta_rep_c3552    	1081	47	8	4	1.82	44.40	17	0	1	0	1	0
minuta_rep_c3553    	535	66	15	15	8.55	51.96	0	0	0	0	2	0
minuta_rep_c3554    	1139	39	10	8	2.72	50.18	0	0	1	0	1	0
minuta_rep_c3555    	1308	39	10	5	2.21	44.48	4	0	0	0	3	0
minuta_rep_c3556    	820	40	12	11	6.73	50.24	0	0	0	0	0	0
minuta_rep_c3557    	612	51	6	5	2.35	45.50	1	0	0	0	0	0
minuta_rep_c3558    	517	61	10	8	5.52	27.27	0	0	0	0	8	0
minuta_rep_c3559    	303	69	12	12	11.10	44.88	0	0	0	0	0	0
minuta_rep_c3560    	1027	61	15	8	4.34	44.60	9	0	0	0	3	0
minuta_rep_c3561    	862	61	12	8	4.05	34.61	0	0	1	0	2	0
minuta_rep_c3562    	340	42	9	6	2.09	43.53	0	0	0	0	1	0
minuta_rep_c3563    	570	51	5	5	2.57	43.13	2	0	0	0	1	0
minuta_rep_c3564    	766	35	18	16	3.50	41.51	0	0	0	0	0	0
minuta_rep_c3565    	1211	56	15	8	4.09	46.99	13	0	0	0	9	0
minuta_rep_c3566    	1157	36	16	11	3.53	44.63	2	0	1	0	5	0
minuta_rep_c3567    	106	48	9	9	5.00	44.34	0	0	0	0	0	0
minuta_c3568        	505	33	5	5	2.20	44.11	4	0	0	0	1	0
minuta_rep_c3569    	1491	40	9	3	1.58	52.46	27	0	2	0	1	0
minuta_rep_c3570    	856	43	10	9	4.36	53.04	0	0	0	0	3	0
minuta_rep_c3571    	865	55	10	5	3.07	49.65	7	0	0	0	2	0
minuta_rep_c3572    	659	39	8	8	4.47	42.10	1	0	0	0	3	0
minuta_rep_c3573    	890	59	9	5	3.07	36.52	0	0	0	0	2	0
minuta_rep_c3574    	895	61	11	6	3.82	60.09	3	0	0	0	9	0
minuta_rep_c3575    	641	55	10	9	4.35	37.81	1	0	0	0	2	0
minuta_rep_c3576    	472	62	11	10	5.60	56.08	3	0	0	0	6	0
minuta_rep_c3577    	356	41	10	10	5.54	37.08	0	0	0	0	1	0
minuta_rep_c3578    	886	47	9	6	3.44	49.38	1	0	0	0	4	0
minuta_rep_c3579    	697	40	5	5	3.19	43.33	0	0	0	0	3	0
minuta_rep_c3580    	1259	53	15	10	4.17	45.56	8	0	0	0	8	0
minuta_rep_c3581    	595	39	14	13	7.65	40.00	0	0	0	0	1	0
minuta_rep_c3582    	106	36	7	7	5.68	44.34	0	0	0	0	0	0
minuta_rep_c3583    	1127	44	13	8	3.47	41.30	6	0	0	0	3	0
minuta_rep_c3584    	553	57	8	7	3.93	51.82	3	0	0	0	1	0
minuta_rep_c3585    	821	60	10	6	3.71	50.31	16	0	0	0	2	0
minuta_rep_c3586    	247	49	7	7	4.36	35.22	0	0	0	0	0	0
minuta_rep_c3587    	833	42	10	6	2.40	45.84	4	0	0	0	6	0
minuta_rep_c3588    	1127	47	16	14	5.11	42.15	0	0	0	0	1	0
minuta_rep_c3589    	817	52	7	4	2.44	59.33	11	0	2	0	2	0
minuta_rep_c3590    	301	54	9	6	2.67	44.71	8	0	0	0	2	0
minuta_rep_c3591    	1235	44	11	5	2.56	63.21	1	0	0	0	4	0
minuta_rep_c3592    	629	50	8	6	2.78	44.99	0	0	0	0	0	0
minuta_rep_c3593    	587	36	5	5	2.45	43.95	0	0	0	0	3	0
minuta_rep_c3594    	1117	40	9	5	2.06	56.91	3	0	0	0	4	0
minuta_rep_c3595    	1240	43	12	6	2.57	41.27	9	0	0	0	4	0
minuta_rep_c3596    	492	46	6	5	3.97	37.40	0	0	0	0	3	0
minuta_rep_c3597    	990	36	11	9	4.62	47.88	0	0	0	0	4	0
minuta_rep_c3598    	204	38	10	10	8.01	47.06	0	0	0	0	4	0
minuta_rep_c3599    	478	38	10	10	4.87	55.02	0	0	0	0	2	0
minuta_rep_c3600    	210	38	8	8	6.74	31.43	0	0	0	0	1	0
minuta_rep_c3601    	728	54	7	5	3.14	46.96	4	0	0	0	14	0
minuta_rep_c3602    	399	52	14	13	10.80	46.12	0	0	0	0	1	0
minuta_rep_c3603    	1271	44	9	6	2.34	45.08	0	0	0	0	1	0
minuta_rep_c3604    	895	35	6	4	2.23	41.41	4	0	0	0	4	0
minuta_rep_c3605    	782	37	9	7	3.85	47.19	0	0	0	0	3	0
minuta_rep_c3606    	797	37	8	5	3.17	49.31	0	0	0	0	3	0
minuta_rep_c3607    	537	52	7	6	4.78	54.38	0	0	0	0	2	0
minuta_rep_c3608    	400	60	15	14	9.11	44.22	2	0	0	0	2	0
minuta_rep_c3609    	681	55	9	6	3.45	48.05	13	0	0	0	1	0
minuta_rep_c3610    	1307	45	10	5	2.04	51.46	7	0	0	0	6	0
minuta_rep_c3611    	506	39	5	5	3.41	45.06	0	0	0	0	1	0
minuta_rep_c3612    	848	43	9	7	2.80	43.55	3	0	0	0	8	0
minuta_rep_c3613    	1025	39	6	5	2.40	45.36	2	0	0	0	3	0
minuta_rep_c3614    	430	37	7	6	4.15	35.35	0	0	0	0	2	0
minuta_rep_c3615    	1646	36	10	5	2.08	62.49	1	0	0	0	2	0
minuta_c3616        	657	53	10	8	3.84	37.33	6	0	0	0	3	0
minuta_rep_c3617    	113	58	5	5	4.25	39.82	0	0	0	0	1	0
minuta_rep_c3618    	1050	50	11	6	3.22	62.34	25	0	0	0	5	0
minuta_rep_c3619    	1107	36	10	5	2.82	42.04	1	0	0	0	8	0
minuta_rep_c3620    	1874	37	11	5	1.95	43.83	10	0	0	0	7	0
minuta_rep_c3621    	378	50	9	8	6.15	46.40	3	0	0	0	3	0
minuta_rep_c3622    	1039	49	9	4	2.95	53.92	6	0	0	0	4	0
minuta_rep_c3623    	928	52	8	4	3.22	59.81	0	0	0	0	5	0
minuta_rep_c3624    	777	41	13	8	5.21	54.79	5	0	0	0	4	0
minuta_rep_c3625    	635	51	5	5	3.06	41.80	1	0	0	0	5	0
minuta_rep_c3626    	728	35	7	6	3.25	35.30	0	0	0	0	0	0
minuta_rep_c3627    	173	40	6	5	3.29	29.82	2	0	0	0	3	0
minuta_rep_c3628    	560	50	12	9	5.47	52.96	3	0	0	0	11	0
minuta_rep_c3629    	841	41	8	6	2.26	47.38	1	0	0	0	6	0
minuta_rep_c3630    	407	60	14	13	7.15	39.56	0	0	0	0	1	0
minuta_rep_c3631    	1113	45	17	13	3.44	36.05	9	0	0	0	4	0
minuta_rep_c3632    	589	51	12	11	4.91	65.75	5	0	0	0	1	0
minuta_rep_c3633    	532	57	19	17	7.76	37.59	0	0	0	0	1	0
minuta_rep_c3634    	450	35	16	16	8.86	44.00	0	0	0	0	2	0
minuta_rep_c3635    	337	47	10	10	8.39	42.14	0	0	0	0	3	0
minuta_rep_c3636    	349	49	17	12	4.48	59.60	0	0	0	0	1	0
minuta_rep_c3637    	946	33	18	17	5.36	45.45	0	0	0	0	4	0
minuta_rep_c3638    	461	46	11	11	8.62	40.78	0	0	0	0	1	0
minuta_rep_c3639    	374	36	10	10	6.95	39.04	0	0	0	0	6	0
minuta_rep_c3640    	880	34	11	11	4.08	45.57	0	0	0	0	8	0
minuta_rep_c3641    	780	57	14	14	5.78	42.82	0	0	0	0	1	0
minuta_rep_c3642    	356	36	19	19	14.77	48.31	0	0	0	0	2	0
minuta_rep_c3643    	583	34	13	13	5.31	63.64	0	0	0	0	1	0
minuta_rep_c3644    	1186	40	13	9	3.71	45.78	0	0	0	0	8	0
minuta_rep_c3645    	479	37	13	13	6.51	47.39	0	0	0	0	3	0
minuta_rep_c3646    	500	40	11	11	7.41	45.80	0	0	0	0	2	0
minuta_rep_c3647    	671	49	9	9	4.31	42.18	0	0	0	0	2	0
minuta_rep_c3648    	604	39	10	9	4.69	55.24	3	0	0	0	3	0
minuta_rep_c3649    	469	40	12	12	10.45	40.51	0	0	0	0	3	0
minuta_rep_c3650    	624	40	13	11	6.46	47.76	0	0	0	0	3	0
minuta_rep_c3651    	275	40	12	12	11.60	29.45	0	0	0	0	3	0
minuta_rep_c3652    	1364	43	19	10	3.49	35.97	13	0	0	0	5	0
minuta_rep_c3653    	941	43	10	8	2.83	46.44	0	0	0	0	3	0
minuta_rep_c3654    	325	65	14	14	11.11	24.62	0	0	0	0	1	0
minuta_rep_c3655    	449	37	5	5	1.36	39.87	0	0	0	0	0	0
minuta_rep_c3656    	426	38	8	8	5.85	46.12	0	0	1	0	2	0
minuta_rep_c3657    	932	51	9	6	2.81	46.56	2	0	0	0	1	0
minuta_rep_c3658    	606	55	14	8	3.74	40.40	7	0	0	0	2	0
minuta_rep_c3659    	556	51	12	8	3.86	68.20	12	0	0	0	3	0
minuta_rep_c3660    	569	40	6	5	3.12	43.23	0	0	0	0	0	0
minuta_rep_c3661    	394	79	13	13	11.76	38.17	1	0	0	0	2	0
minuta_rep_c3662    	514	57	12	12	7.17	42.02	0	0	0	0	4	0
minuta_rep_c3663    	303	31	5	4	1.63	43.52	2	0	0	0	3	0
minuta_rep_c3664    	893	43	10	9	3.74	42.26	1	0	0	0	5	0
minuta_rep_c3665    	444	37	11	11	8.02	46.17	0	0	0	0	2	0
minuta_rep_c3666    	763	36	9	8	2.76	46.66	0	0	0	0	6	0
minuta_rep_c3667    	758	49	9	8	3.33	45.66	9	0	0	0	1	0
minuta_rep_c3668    	421	39	9	9	7.50	31.12	0	0	0	0	3	0
minuta_rep_c3669    	549	37	10	8	3.70	42.81	0	0	0	0	1	0
minuta_rep_c3670    	1194	44	11	8	2.84	46.69	0	0	1	0	3	0
minuta_rep_c3671    	874	42	15	7	4.80	55.15	0	0	0	0	6	0
minuta_rep_c3672    	1072	52	10	6	2.90	45.74	3	0	0	0	1	0
minuta_rep_c3673    	285	45	9	9	6.75	39.30	0	0	0	0	2	0
minuta_rep_c3674    	758	55	10	8	3.64	39.44	5	0	0	0	4	0
minuta_rep_c3675    	388	51	10	9	6.91	56.96	0	0	0	0	3	0
minuta_c3676        	1180	50	13	6	2.56	58.54	32	0	0	0	1	0
minuta_rep_c3677    	588	46	7	7	2.91	50.43	3	0	0	0	2	0
minuta_rep_c3678    	470	37	11	11	5.61	43.62	0	0	0	0	0	0
minuta_rep_c3679    	360	42	9	9	6.54	58.06	0	0	0	0	2	0
minuta_rep_c3680    	589	28	7	7	2.20	49.57	6	0	0	0	0	0
minuta_rep_c3681    	987	51	8	5	2.32	58.36	24	0	0	0	2	0
minuta_rep_c3682    	1209	46	18	8	4.08	35.55	8	0	0	0	16	0
minuta_rep_c3683    	1249	34	5	3	1.52	44.76	0	0	0	0	1	0
minuta_rep_c3684    	493	35	6	6	3.30	42.36	2	0	0	0	6	0
